epoch,alpha,beta,loss,lr,predictions_coarse_acc,predictions_coarse_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse_acc,val_predictions_coarse_loss,val_predictions_fine_acc,val_predictions_fine_loss
0,0.95,0.05,0.27429836320877077,0.001,0.9269375,0.25379048657417297,0.7637083331743876,0.6639480575720469,4.2327423095703125,0.15000781977176667,0.9630000003178915,0.1346738222837448,0.8382499998410543,0.4413538082440694
1,0.95,0.05,0.12739158109823862,0.001,0.9677291668256124,0.11392496703068415,0.8626875,0.383257266441981,3.361088514328003,0.10092253649234771,0.9716666668256124,0.08866521008809408,0.8787500001589457,0.33381175351142883
2,0.95,0.05,0.10161258172988892,0.001,0.9722083334922791,0.09013256365060807,0.8841875001589458,0.3197329446474711,3.3499791622161865,0.08811831853787104,0.9771666668256124,0.07613838213682175,0.8804166668256124,0.31573711840311686
3,0.95,0.05,0.08470391945044199,0.001,0.9763958334922791,0.07430272746086121,0.8983333331743876,0.28232658505439756,3.3472630977630615,0.07671501819292705,0.9778333334922791,0.06550422165791193,0.8915833338101705,0.289720166683197
4,0.95,0.05,0.0751907604932785,0.001,0.9786875,0.06576236611604691,0.9068333333333334,0.2543302691777547,3.3677077293395996,0.07665089150269826,0.9770833338101705,0.06637246507406235,0.8971666668256124,0.2719410132567088
5,0.95,0.05,0.06611660965283712,0.001,0.9816666665077209,0.05722300804654757,0.9151041668256124,0.23509505597750346,3.349330186843872,0.07186860829591751,0.9787500001589458,0.06129510603348414,0.8932499996821086,0.27276516699790954
6,0.95,0.05,0.05946923440694809,0.001,0.9830000001589457,0.051201108654340105,0.9212916666666666,0.2165636305809021,3.379708766937256,0.0729496899843216,0.978333333492279,0.06172523628671964,0.892833333492279,0.2862143456935883
7,0.6,0.4,0.05590276827414831,0.001,0.9834583331743876,0.0481912230749925,0.9255833333333333,0.20242212390899658,3.354551315307617,0.06934162420034408,0.9795833334922791,0.059826588302850724,0.9078333330154419,0.25012731877962746
8,0.6,0.4,0.12060399091243744,0.001,0.9852916666666667,0.044041856318712234,0.9122083333333333,0.23544718599319459,3.3742315769195557,0.1942541196346283,0.9802500004768372,0.05984997049967448,0.8670000004768371,0.39586033423741657
9,0.6,0.4,0.10301321123043695,0.001,0.9867083331743877,0.04070829848448435,0.9271875001589457,0.19647057457764944,3.3574540615081787,0.14416287330786387,0.980166666507721,0.058545696129401525,0.8998333338101705,0.272588628133138
10,0.6,0.4,0.08975955818096797,0.001,0.9872916665077209,0.03785089093943437,0.9375833331743876,0.1676225533882777,3.363264799118042,0.1401811938683192,0.9807500001589458,0.05618903478980065,0.9055000004768372,0.2661694254875183
11,0.2,0.8,0.0832717084089915,0.001,0.9879791666666666,0.03630410234133403,0.9432083331743876,0.15372311155001323,3.3922955989837646,0.14057733138402304,0.9810000001589457,0.05960652381181717,0.9080000004768372,0.2620335417588552
12,0.2,0.8,0.1335634034872055,0.001,0.9878958333333333,0.03571427425742149,0.9407708333333333,0.1580256832440694,3.34903621673584,0.23521400491396585,0.9772500001589457,0.06969590205947558,0.9034166665077209,0.27659353081385296
